
VERIFICANDO -10.300000
-10.300000	-10.300000


VERIFICANDO -9.100000
-9.100000	-9.100000


VERIFICANDO -6.900000
-6.900000	-6.900000


VERIFICANDO -2.300000
-2.300000	-2.300000


VERIFICANDO -4.800000
-4.800000	-4.800000


VERIFICANDO 2.200000
2.200000	2.200000


VERIFICANDO 3.500000
3.500000	3.500000


VERIFICANDO -0.000000
-0.000000	-0.000000


VERIFICANDO 4.000000
4.000000	4.000000


VERIFICANDO 3.600000
3.600000	3.600000


VERIFICANDO 4.100000
4.100000	4.100000


VERIFICANDO 2.900000
2.900000	2.900000


VERIFICANDO 0.700000
0.700000	0.700000


VERIFICANDO -3.900000
-3.900000	-3.900000


VERIFICANDO -1.400000
-1.400000	-1.400000


VERIFICANDO -8.400000
-8.400000	-8.400000


VERIFICANDO -10.100000
-10.100000	-10.100000


VERIFICANDO -10.000000
-10.000000	-10.000000


VERIFICANDO -9.900000
-9.900000	-9.900000


VERIFICANDO -9.800000
-9.800000	-9.800000


VERIFICANDO -10.200000
-10.200000	-10.200000


VERIFICANDO -9.700000
-9.700000	-9.700000


VERIFICANDO -6.200000
-6.200000	-6.200000


VERIFICANDO -10.100000
-10.100000	-10.100000


VERIFICANDO 3.800000
3.800000	3.800000


VERIFICANDO 3.800000
3.800000	3.800000


VERIFICANDO 3.900000
3.900000	3.900000


VERIFICANDO 3.700000
3.700000	3.700000


VERIFICANDO -7.000000
-7.000000	-7.000000


VERIFICANDO -8.500000
-8.500000	-8.500000


VERIFICANDO -9.200000
-9.200000	-9.200000


VERIFICANDO -4.800000
-4.800000	-4.800000


VERIFICANDO -6.300000
-6.300000	-6.300000


VERIFICANDO -7.100000
-7.100000	-7.100000


VERIFICANDO -8.500000
-8.500000	-8.500000


VERIFICANDO -0.500000
-0.500000	-0.500000


VERIFICANDO -2.000000
-2.000000	-2.000000


VERIFICANDO -2.700000
-2.700000	-2.700000


VERIFICANDO -4.100000
-4.100000	-4.100000


VERIFICANDO -4.900000
-4.900000	-4.900000


VERIFICANDO -6.400000
-6.400000	-6.400000


VERIFICANDO 0.200000
0.200000	0.200000


VERIFICANDO -0.500000
-0.500000	-0.500000


VERIFICANDO -2.000000
-2.000000	-2.000000


VERIFICANDO -2.800000
-2.800000	-2.800000


VERIFICANDO -4.200000
-4.200000	-4.200000


VERIFICANDO 2.400000
2.400000	2.400000


VERIFICANDO 1.700000
1.700000	1.700000


VERIFICANDO -1.500000
-1.500000	-1.500000


VERIFICANDO -0.000000
-0.000000	-0.000000


VERIFICANDO 0.700000
0.700000	0.700000


VERIFICANDO 2.200000
2.200000	2.200000


VERIFICANDO 0.400000
0.400000	0.400000


VERIFICANDO 2.900000
2.900000	2.900000


VERIFICANDO -3.700000
-3.700000	-3.700000


VERIFICANDO -2.200000
-2.200000	-2.200000


VERIFICANDO -3.900000
-3.900000	-3.900000


VERIFICANDO -1.500000
-1.500000	-1.500000


VERIFICANDO -2.400000
-2.400000	-2.400000


VERIFICANDO 0.000000
0.000000	-0.000000


VERIFICANDO -1.700000
-1.700000	-1.700000


VERIFICANDO 0.300000
0.300000	0.300000


VERIFICANDO 0.800000
0.800000	0.800000


VERIFICANDO -0.200000
-0.200000	-0.200000


VERIFICANDO 1.800000
1.800000	1.800000


VERIFICANDO 2.200000
2.200000	2.200000


VERIFICANDO 0.500000
0.500000	0.500000


VERIFICANDO 2.500000
2.500000	2.500000


VERIFICANDO 3.000000
3.000000	3.000000


VERIFICANDO -8.300000
-8.300000	-8.300000


VERIFICANDO -5.800000
-5.800000	-5.800000


VERIFICANDO -6.800000
-6.800000	-6.800000


VERIFICANDO -4.300000
-4.300000	-4.300000


VERIFICANDO -6.100000
-6.100000	-6.100000


VERIFICANDO -4.100000
-4.100000	-4.100000


VERIFICANDO -3.600000
-3.600000	-3.600000


VERIFICANDO -4.600000
-4.600000	-4.600000


VERIFICANDO -2.600000
-2.600000	-2.600000


VERIFICANDO -2.100000
-2.100000	-2.100000


VERIFICANDO -1.900000
-1.900000	-1.900000


VERIFICANDO -1.400000
-1.400000	-1.400000


VERIFICANDO -3.800000
-3.800000	-3.800000


VERIFICANDO -2.400000
-2.400000	-2.400000


VERIFICANDO -0.400000
-0.400000	-0.400000


VERIFICANDO 0.100000
0.100000	0.100000


VERIFICANDO -1.600000
-1.600000	-1.600000


VERIFICANDO 0.400000
0.400000	0.400000


VERIFICANDO 0.800000
0.800000	0.800000


VERIFICANDO -0.200000
-0.200000	-0.200000


VERIFICANDO 1.900000
1.900000	1.900000


VERIFICANDO 2.300000
2.300000	2.300000


VERIFICANDO -9.000000
-9.000000	-9.000000


VERIFICANDO -6.500000
-6.500000	-6.500000


VERIFICANDO -8.200000
-8.200000	-8.200000


VERIFICANDO -6.200000
-6.200000	-6.200000


VERIFICANDO -5.700000
-5.700000	-5.700000


VERIFICANDO -6.800000
-6.800000	-6.800000


VERIFICANDO -4.700000
-4.700000	-4.700000


VERIFICANDO -4.300000
-4.300000	-4.300000


VERIFICANDO -6.000000
-6.000000	-6.000000


VERIFICANDO -4.000000
-4.000000	-4.000000


VERIFICANDO -3.500000
-3.500000	-3.500000


VERIFICANDO -4.500000
-4.500000	-4.500000


VERIFICANDO -2.500000
-2.500000	-2.500000


VERIFICANDO -2.100000
-2.100000	-2.100000


VERIFICANDO -3.800000
-3.800000	-3.800000


VERIFICANDO -1.700000
-1.700000	-1.700000


VERIFICANDO -1.300000
-1.300000	-1.300000


VERIFICANDO -2.300000
-2.300000	-2.300000


VERIFICANDO -0.300000
-0.300000	-0.300000


VERIFICANDO 0.200000
0.200000	0.200000


VERIFICANDO -8.900000
-8.900000	-8.900000


VERIFICANDO -6.900000
-6.900000	-6.900000


VERIFICANDO -6.400000
-6.400000	-6.400000


VERIFICANDO -8.200000
-8.200000	-8.200000


VERIFICANDO -6.200000
-6.200000	-6.200000


VERIFICANDO -5.700000
-5.700000	-5.700000


VERIFICANDO -6.700000
-6.700000	-6.700000


VERIFICANDO -4.700000
-4.700000	-4.700000


VERIFICANDO -4.200000
-4.200000	-4.200000


VERIFICANDO -5.900000
-5.900000	-5.900000


VERIFICANDO -3.400000
-3.400000	-3.400000


VERIFICANDO -4.500000
-4.500000	-4.500000


VERIFICANDO -2.000000
-2.000000	-2.000000


VERIFICANDO -8.800000
-8.800000	-8.800000


VERIFICANDO -8.100000
-8.100000	-8.100000


VERIFICANDO -6.600000
-6.600000	-6.600000


VERIFICANDO -8.700000
-8.700000	-8.700000


VERIFICANDO -8.000000
-8.000000	-8.000000


VERIFICANDO 0.600000
0.600000	0.600000


VERIFICANDO -9.100000
-9.100000	-9.100000


VERIFICANDO -8.600000
-8.600000	-8.600000


VERIFICANDO -8.400000
-8.400000	-8.400000


VERIFICANDO -7.900000
-7.900000	-7.900000


VERIFICANDO -9.000000
-9.000000	-9.000000


VERIFICANDO 2.100000
2.100000	2.100000


VERIFICANDO 2.000000
2.000000	2.000000


VERIFICANDO 1.900000
1.900000	1.900000


VERIFICANDO 2.700000
2.700000	2.700000


VERIFICANDO 2.700000
2.700000	2.700000


VERIFICANDO 2.800000
2.800000	2.800000


VERIFICANDO 2.600000
2.600000	2.600000

